id,type,series,formation,vehicle_number,company,depot,car_count,active,note
1018,formation,GV-E197-0,TS01,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1019,formation,GV-E197-0,TS02,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1020,formation,GV-E197-100,TS03,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1021,formation,GV-E197-100,TS04,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1022,formation,GV-E197-100,TS05,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1023,formation,GV-E197-100,TS06,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1024,formation,GV-E197-100,TS07,,JR東日本,群馬車両センター,6,1,砕石輸送・車両輸送用
1025,formation,GV-E197-200,TS08,,JR東日本,群馬車両センター,6,1,車両輸送・牽引用
1026,formation,E231-500,A501,,JR東日本,三鷹車両センター,10,1,
1027,formation,E231-500,A502,,JR東日本,三鷹車両センター,10,1,
1028,formation,E231-500,A503,,JR東日本,三鷹車両センター,10,1,
1029,formation,E231-500,A504,,JR東日本,三鷹車両センター,10,1,
1030,formation,E231-500,A505,,JR東日本,三鷹車両センター,10,1,
1031,formation,E231-500,A506,,JR東日本,三鷹車両センター,10,1,
1032,formation,E231-500,A507,,JR東日本,三鷹車両センター,10,1,
1033,formation,E231-500,A508,,JR東日本,三鷹車両センター,10,1,
1034,formation,E231-500,A509,,JR東日本,三鷹車両センター,10,1,
1035,formation,E231-500,A510,,JR東日本,三鷹車両センター,10,1,
1036,formation,E231-500,A511,,JR東日本,三鷹車両センター,10,1,
1037,formation,E231-500,A512,,JR東日本,三鷹車両センター,10,1,
1038,formation,E231-500,A513,,JR東日本,三鷹車両センター,10,1,
1039,formation,E231-500,A514,,JR東日本,三鷹車両センター,10,1,
1040,formation,E231-500,A515,,JR東日本,三鷹車両センター,10,1,
1041,formation,E231-500,A516,,JR東日本,三鷹車両センター,10,1,
1042,formation,E231-500,A517,,JR東日本,三鷹車両センター,10,1,
1043,formation,E231-500,A518,,JR東日本,三鷹車両センター,10,1,
1044,formation,E231-500,A519,,JR東日本,三鷹車両センター,10,1,
1045,formation,E231-500,A520,,JR東日本,三鷹車両センター,10,1,
1046,formation,E231-500,A521,,JR東日本,三鷹車両センター,10,1,
1047,formation,E231-500,A522,,JR東日本,三鷹車両センター,10,1,
1048,formation,E231-500,A523,,JR東日本,三鷹車両センター,10,1,
1049,formation,E231-500,A524,,JR東日本,三鷹車両センター,10,1,
1050,formation,E231-500,A525,,JR東日本,三鷹車両センター,10,1,
1051,formation,E231-500,A526,,JR東日本,三鷹車両センター,10,1,
1052,formation,E231-500,A527,,JR東日本,三鷹車両センター,10,1,
1053,formation,E231-500,A528,,JR東日本,三鷹車両センター,10,1,
1054,formation,E231-500,A529,,JR東日本,三鷹車両センター,10,1,
1055,formation,E231-500,A530,,JR東日本,三鷹車両センター,10,1,
1056,formation,E231-500,A531,,JR東日本,三鷹車両センター,10,1,
1057,formation,E231-500,A532,,JR東日本,三鷹車両センター,10,1,
1058,formation,E231-500,A533,,JR東日本,三鷹車両センター,10,1,
1059,formation,E231-500,A534,,JR東日本,三鷹車両センター,10,1,
1060,formation,E231-500,A535,,JR東日本,三鷹車両センター,10,1,
1061,formation,E231-500,A536,,JR東日本,三鷹車両センター,10,1,
1062,formation,E231-500,A537,,JR東日本,三鷹車両センター,10,1,
1063,formation,E231-500,A538,,JR東日本,三鷹車両センター,10,1,
1064,formation,E231-500,A539,,JR東日本,三鷹車両センター,10,1,
1065,formation,E231-500,A540,,JR東日本,三鷹車両センター,10,1,
1066,formation,E231-500,A541,,JR東日本,三鷹車両センター,10,1,
1067,formation,E231-500,A542,,JR東日本,三鷹車両センター,10,1,
1068,formation,E231-500,A543,,JR東日本,三鷹車両センター,10,1,
1069,formation,E231-500,A544,,JR東日本,三鷹車両センター,10,1,
1070,formation,E231-500,A545,,JR東日本,三鷹車両センター,10,1,
1071,formation,E231-500,A546,,JR東日本,三鷹車両センター,10,1,
1072,formation,E231-500,A547,,JR東日本,三鷹車両センター,10,1,
1073,formation,E231-500,A548,,JR東日本,三鷹車両センター,10,1,
1074,formation,E231-500,A549,,JR東日本,三鷹車両センター,10,1,
1075,formation,E231-500,A550,,JR東日本,三鷹車両センター,10,1,
1076,formation,E231-500,A551,,JR東日本,三鷹車両センター,10,1,
1077,formation,E231-500,A552,,JR東日本,三鷹車両センター,10,1,
1078,formation,E231-0,B10,,JR東日本,三鷹車両センター,10,1,
1079,formation,E231-0,B11,,JR東日本,三鷹車両センター,10,1,
1080,formation,E231-0,B12,,JR東日本,三鷹車両センター,10,1,
1081,formation,E231-0,B14,,JR東日本,三鷹車両センター,10,1,
1082,formation,E231-0,B26,,JR東日本,三鷹車両センター,10,1,
1083,formation,E231-0,B27,,JR東日本,三鷹車両センター,10,1,
1084,formation,E231-800,K1,,JR東日本,三鷹車両センター,10,1,
1085,formation,E231-800,K2,,JR東日本,三鷹車両センター,10,1,
1086,formation,E231-800,K3,,JR東日本,三鷹車両センター,10,1,
1087,formation,E231-800,K4,,JR東日本,三鷹車両センター,10,1,
1088,formation,E231-800,K5,,JR東日本,三鷹車両センター,10,1,
1089,formation,E231-800,K6,,JR東日本,三鷹車両センター,10,1,
1090,formation,E231-800,K7,,JR東日本,三鷹車両センター,10,1,
1091,formation,E231-0,101,,JR東日本,松戸車両センター,10,1,
1092,formation,E231-0,102,,JR東日本,松戸車両センター,10,1,
1093,formation,E231-0,103,,JR東日本,松戸車両センター,10,1,
1094,formation,E231-0,104,,JR東日本,松戸車両センター,10,1,
1095,formation,E231-0,105,,JR東日本,松戸車両センター,10,1,
1096,formation,E231-0,106,,JR東日本,松戸車両センター,10,1,
1097,formation,E231-0,107,,JR東日本,松戸車両センター,10,1,
1098,formation,E231-0,108,,JR東日本,松戸車両センター,10,1,
1099,formation,E231-0,109,,JR東日本,松戸車両センター,10,1,
1100,formation,E231-0,110,,JR東日本,松戸車両センター,10,1,
1101,formation,E231-0,111,,JR東日本,松戸車両センター,10,1,
1102,formation,E231-0,112,,JR東日本,松戸車両センター,10,1,
1103,formation,E231-0,113,,JR東日本,松戸車両センター,10,1,
1104,formation,E231-0,114,,JR東日本,松戸車両センター,10,1,
1105,formation,E231-0,115,,JR東日本,松戸車両センター,10,1,
1106,formation,E231-0,116,,JR東日本,松戸車両センター,10,1,
1107,formation,E231-0,117,,JR東日本,松戸車両センター,10,1,
1108,formation,E231-0,118,,JR東日本,松戸車両センター,10,1,
1109,formation,E231-0,119,,JR東日本,松戸車両センター,10,1,
1110,formation,E231-0,121,,JR東日本,松戸車両センター,5,1,
1111,formation,E231-0,122,,JR東日本,松戸車両センター,5,1,
1112,formation,E231-0,123,,JR東日本,松戸車両センター,5,1,
1113,formation,E231-0,124,,JR東日本,松戸車両センター,5,1,
1114,formation,E231-0,125,,JR東日本,松戸車両センター,5,1,
1115,formation,E231-0,126,,JR東日本,松戸車両センター,5,1,
1116,formation,E231-0,127,,JR東日本,松戸車両センター,5,1,
1117,formation,E231-0,128,,JR東日本,松戸車両センター,5,1,
1118,formation,E231-0,129,,JR東日本,松戸車両センター,5,1,
1119,formation,E231-0,130,,JR東日本,松戸車両センター,5,1,
1120,formation,E231-0,131,,JR東日本,松戸車両センター,5,1,
1121,formation,E231-0,132,,JR東日本,松戸車両センター,5,1,
1122,formation,E231-0,133,,JR東日本,松戸車両センター,5,1,
1123,formation,E231-0,134,,JR東日本,松戸車両センター,5,1,
1124,formation,E231-0,135,,JR東日本,松戸車両センター,5,1,
1125,formation,E231-0,136,,JR東日本,松戸車両センター,5,1,
1126,formation,E231-0,137,,JR東日本,松戸車両センター,5,1,
1127,formation,E231-0,138,,JR東日本,松戸車両センター,5,1,
1128,formation,E231-0,139,,JR東日本,松戸車両センター,5,1,
1129,formation,E231-1000,U501,,JR東日本,小山車両センター,10,1,
1130,formation,E231-1000,U502,,JR東日本,小山車両センター,10,1,
1131,formation,E231-1000,U503,,JR東日本,小山車両センター,10,1,
1132,formation,E231-1000,U504,,JR東日本,小山車両センター,10,1,
1133,formation,E231-1000,U505,,JR東日本,小山車両センター,10,1,
1134,formation,E231-1000,U506,,JR東日本,小山車両センター,10,1,
1135,formation,E231-1000,U507,,JR東日本,小山車両センター,10,1,
1136,formation,E231-1000,U508,,JR東日本,小山車両センター,10,1,
1137,formation,E231-1000,U509,,JR東日本,小山車両センター,10,1,
1138,formation,E231-1000,U510,,JR東日本,小山車両センター,10,1,
1139,formation,E231-1000,U511,,JR東日本,小山車両センター,10,1,
1140,formation,E231-1000,U512,,JR東日本,小山車両センター,10,1,
1141,formation,E231-1000,U513,,JR東日本,小山車両センター,10,1,
1142,formation,E231-1000,U514,,JR東日本,小山車両センター,10,1,
1143,formation,E231-1000,U515,,JR東日本,小山車両センター,10,1,
1144,formation,E231-1000,U516,,JR東日本,小山車両センター,10,1,
1145,formation,E231-1000,U517,,JR東日本,小山車両センター,10,1,
1146,formation,E231-1000,U518,,JR東日本,小山車両センター,10,1,
1147,formation,E231-1000,U519,,JR東日本,小山車両センター,10,1,
1148,formation,E231-1000,U520,,JR東日本,小山車両センター,10,1,
1149,formation,E231-1000,U521,,JR東日本,小山車両センター,10,1,
1150,formation,E231-1000,U522,,JR東日本,小山車両センター,10,1,
1151,formation,E231-1000,U523,,JR東日本,小山車両センター,10,1,
1152,formation,E231-1000,U524,,JR東日本,小山車両センター,10,1,
1153,formation,E231-1000,U525,,JR東日本,小山車両センター,10,1,
1154,formation,E231-1000,U526,,JR東日本,小山車両センター,10,1,
1155,formation,E231-1000,U527,,JR東日本,小山車両センター,10,1,
1156,formation,E231-1000,U528,,JR東日本,小山車両センター,10,1,
1157,formation,E231-1000,U529,,JR東日本,小山車両センター,10,1,
1158,formation,E231-1000,U530,,JR東日本,小山車両センター,10,1,
1159,formation,E231-1000,U531,,JR東日本,小山車両センター,10,1,
1160,formation,E231-1000,U532,,JR東日本,小山車両センター,10,1,
1161,formation,E231-1000,U533,,JR東日本,小山車両センター,10,1,
1162,formation,E231-1000,U534,,JR東日本,小山車両センター,10,1,
1163,formation,E231-1000,U535,,JR東日本,小山車両センター,10,1,
1164,formation,E231-1000,U536,,JR東日本,小山車両センター,10,1,
1165,formation,E231-1000,U537,,JR東日本,小山車両センター,10,1,
1166,formation,E231-1000,U538,,JR東日本,小山車両センター,10,1,
1167,formation,E231-1000,U539,,JR東日本,小山車両センター,10,1,
1168,formation,E231-1000,U540,,JR東日本,小山車両センター,10,1,
1169,formation,E231-1000,U541,,JR東日本,小山車両センター,10,1,
1170,formation,E231-1000,U584,,JR東日本,小山車両センター,10,1,
1171,formation,E231-1000,U585,,JR東日本,小山車両センター,10,1,
1172,formation,E231-1000,U586,,JR東日本,小山車両センター,10,1,
1173,formation,E231-1000,U587,,JR東日本,小山車両センター,10,1,
1174,formation,E231-1000,U588,,JR東日本,小山車両センター,10,1,
1175,formation,E231-1000,U589,,JR東日本,小山車両センター,10,1,
1176,formation,E231-1000,U590,,JR東日本,小山車両センター,10,1,
1177,formation,E231-1000,U591,,JR東日本,小山車両センター,10,1,
1178,formation,E231-1000,U2,,JR東日本,小山車両センター,5,1,
1179,formation,E231-1000,U4,,JR東日本,小山車両センター,5,1,
1180,formation,E231-1000,U6,,JR東日本,小山車両センター,5,1,
1181,formation,E231-1000,U8,,JR東日本,小山車両センター,5,1,
1182,formation,E231-1000,U10,,JR東日本,小山車両センター,5,1,
1183,formation,E231-1000,U12,,JR東日本,小山車両センター,5,1,
1184,formation,E231-1000,U14,,JR東日本,小山車両センター,5,1,
1185,formation,E231-1000,U16,,JR東日本,小山車両センター,5,1,
1186,formation,E231-1000,U18,,JR東日本,小山車両センター,5,1,
1187,formation,E231-1000,U20,,JR東日本,小山車両センター,5,1,
1188,formation,E231-1000,U31,,JR東日本,小山車両センター,5,1,
1189,formation,E231-1000,U33,,JR東日本,小山車両センター,5,1,
1190,formation,E231-1000,U35,,JR東日本,小山車両センター,5,1,
1191,formation,E231-1000,U37,,JR東日本,小山車両センター,5,1,
1192,formation,E231-1000,U39,,JR東日本,小山車両センター,5,1,
1193,formation,E231-1000,U45,,JR東日本,小山車両センター,5,1,
1194,formation,E231-1000,U51,,JR東日本,小山車両センター,5,1,
1195,formation,E231-1000,U53,,JR東日本,小山車両センター,5,1,
1196,formation,E231-1000,U55,,JR東日本,小山車両センター,5,1,
1197,formation,E231-1000,U57,,JR東日本,小山車両センター,5,1,
1198,formation,E231-1000,U58,,JR東日本,小山車両センター,5,1,
1199,formation,E231-1000,U59,,JR東日本,小山車両センター,5,1,
1200,formation,E231-1000,U60,,JR東日本,小山車両センター,5,1,
1201,formation,E231-1000,U61,,JR東日本,小山車両センター,5,1,
1202,formation,E231-1000,U63,,JR東日本,小山車両センター,5,1,
1203,formation,E231-1000,U64,,JR東日本,小山車両センター,5,1,
1204,formation,E231-1000,U67,,JR東日本,小山車両センター,5,1,
1205,formation,E231-1000,U69,,JR東日本,小山車両センター,5,1,
1206,formation,E231-1000,U105,,JR東日本,小山車両センター,5,1,
1207,formation,E231-1000,U107,,JR東日本,小山車両センター,5,1,
1208,formation,E231-1000,U109,,JR東日本,小山車両センター,5,1,
1209,formation,E231-1000,U111,,JR東日本,小山車両センター,5,1,
1210,formation,E231-1000,U113,,JR東日本,小山車両センター,5,1,
1211,formation,E231-1000,U115,,JR東日本,小山車両センター,5,1,
1212,formation,E231-1000,U118,,JR東日本,小山車両センター,5,1,
1213,formation,E231-1000,K01,,JR東日本,国府津車両センター,10,1,
1214,formation,E231-1000,K02,,JR東日本,国府津車両センター,10,1,
1215,formation,E231-1000,K03,,JR東日本,国府津車両センター,10,1,
1216,formation,E231-1000,K04,,JR東日本,国府津車両センター,10,1,
1217,formation,E231-1000,K05,,JR東日本,国府津車両センター,10,1,
1218,formation,E231-1000,K06,,JR東日本,国府津車両センター,10,1,
1219,formation,E231-1000,K07,,JR東日本,国府津車両センター,10,1,
1220,formation,E231-1000,K08,,JR東日本,国府津車両センター,10,1,
1221,formation,E231-1000,K09,,JR東日本,国府津車両センター,10,1,
1222,formation,E231-1000,K10,,JR東日本,国府津車両センター,10,1,
1223,formation,E231-1000,K11,,JR東日本,国府津車両センター,10,1,
1224,formation,E231-1000,K12,,JR東日本,国府津車両センター,10,1,
1225,formation,E231-1000,K13,,JR東日本,国府津車両センター,10,1,
1226,formation,E231-1000,K14,,JR東日本,国府津車両センター,10,1,
1227,formation,E231-1000,K15,,JR東日本,国府津車両センター,10,1,
1228,formation,E231-1000,K16,,JR東日本,国府津車両センター,10,1,
1229,formation,E231-1000,K17,,JR東日本,国府津車両センター,10,1,
1230,formation,E231-1000,K18,,JR東日本,国府津車両センター,10,1,
1231,formation,E231-1000,K19,,JR東日本,国府津車両センター,10,1,
1232,formation,E231-1000,K20,,JR東日本,国府津車両センター,10,1,
1233,formation,E231-1000,K21,,JR東日本,国府津車両センター,10,1,
1234,formation,E231-1000,K22,,JR東日本,国府津車両センター,10,1,
1235,formation,E231-1000,K23,,JR東日本,国府津車両センター,10,1,
1236,formation,E231-1000,K24,,JR東日本,国府津車両センター,10,1,
1237,formation,E231-1000,K25,,JR東日本,国府津車両センター,10,1,
1238,formation,E231-1000,K26,,JR東日本,国府津車両センター,10,1,
1239,formation,E231-1000,K27,,JR東日本,国府津車両センター,10,1,
1240,formation,E231-1000,K28,,JR東日本,国府津車両センター,10,1,
1241,formation,E231-1000,K29,,JR東日本,国府津車両センター,10,1,
1242,formation,E231-1000,K30,,JR東日本,国府津車両センター,10,1,
1243,formation,E231-1000,K31,,JR東日本,国府津車両センター,10,1,
1244,formation,E231-1000,K32,,JR東日本,国府津車両センター,10,1,
1245,formation,E231-1000,K33,,JR東日本,国府津車両センター,10,1,
1246,formation,E231-1000,K34,,JR東日本,国府津車両センター,10,1,
1247,formation,E231-1000,K35,,JR東日本,国府津車両センター,10,1,
1248,formation,E231-1000,K36,,JR東日本,国府津車両センター,10,1,
1249,formation,E231-1000,K37,,JR東日本,国府津車両センター,10,1,
1250,formation,E231-1000,K38,,JR東日本,国府津車両センター,10,1,
1251,formation,E231-1000,K39,,JR東日本,国府津車両センター,10,1,
1252,formation,E231-1000,K40,,JR東日本,国府津車両センター,10,1,
1253,formation,E231-1000,K41,,JR東日本,国府津車両センター,10,1,
1254,formation,E231-1000,K42,,JR東日本,国府津車両センター,10,1,
1255,formation,E231-1000,S01,,JR東日本,国府津車両センター,5,1,
1256,formation,E231-1000,S02,,JR東日本,国府津車両センター,5,1,
1257,formation,E231-1000,S03,,JR東日本,国府津車両センター,5,1,
1258,formation,E231-1000,S04,,JR東日本,国府津車両センター,5,1,
1259,formation,E231-1000,S05,,JR東日本,国府津車両センター,5,1,
1260,formation,E231-1000,S06,,JR東日本,国府津車両センター,5,1,
1261,formation,E231-1000,S07,,JR東日本,国府津車両センター,5,1,
1262,formation,E231-1000,S08,,JR東日本,国府津車両センター,5,1,
1263,formation,E231-1000,S09,,JR東日本,国府津車両センター,5,1,
1264,formation,E231-1000,S10,,JR東日本,国府津車両センター,5,1,
1265,formation,E231-1000,S11,,JR東日本,国府津車両センター,5,1,
1266,formation,E231-1000,S12,,JR東日本,国府津車両センター,5,1,
1267,formation,E231-1000,S13,,JR東日本,国府津車両センター,5,1,
1268,formation,E231-1000,S14,,JR東日本,国府津車両センター,5,1,
1269,formation,E231-1000,S15,,JR東日本,国府津車両センター,5,1,
1270,formation,E231-1000,S16,,JR東日本,国府津車両センター,5,1,
1271,formation,E231-1000,S17,,JR東日本,国府津車両センター,5,1,
1272,formation,E231-1000,S18,,JR東日本,国府津車両センター,5,1,
1273,formation,E231-1000,S19,,JR東日本,国府津車両センター,5,1,
1274,formation,E231-1000,S20,,JR東日本,国府津車両センター,5,1,
1275,formation,E231-1000,S21,,JR東日本,国府津車両センター,5,1,
1276,formation,E231-1000,S22,,JR東日本,国府津車両センター,5,1,
1277,formation,E231-1000,S23,,JR東日本,国府津車両センター,5,1,
1278,formation,E231-1000,S24,,JR東日本,国府津車両センター,5,1,
1279,formation,E231-1000,S25,,JR東日本,国府津車両センター,5,1,
1280,formation,E231-1000,S26,,JR東日本,国府津車両センター,5,1,
1281,formation,E231-1000,S27,,JR東日本,国府津車両センター,5,1,
1282,formation,E231-1000,S28,,JR東日本,国府津車両センター,5,1,
1283,formation,E231-1000,S29,,JR東日本,国府津車両センター,5,1,
1284,formation,E231-1000,S30,,JR東日本,国府津車両センター,5,1,
1285,formation,E231-1000,S31,,JR東日本,国府津車両センター,5,1,
1286,formation,E231-1000,S32,,JR東日本,国府津車両センター,5,1,
1287,formation,E231-1000,S33,,JR東日本,国府津車両センター,5,1,
1288,formation,E231-1000,S34,,JR東日本,国府津車両センター,5,1,
1289,formation,E231-3000,41,,JR東日本,川越車両センター,4,1,
1290,formation,E231-3000,42,,JR東日本,川越車両センター,4,1,
1291,formation,E231-3000,43,,JR東日本,川越車両センター,4,1,
1292,formation,E231-3000,44,,JR東日本,川越車両センター,4,1,
1293,formation,E231-3000,45,,JR東日本,川越車両センター,4,1,
1294,formation,E231-3000,46,,JR東日本,川越車両センター,4,1,
1295,formation,10030,11631F,,東武鉄道,七光台支所,6,1,
1296,formation,10030,11632F,,東武鉄道,七光台支所,6,1,
1297,formation,10030,11633F,,東武鉄道,七光台支所,6,1,
1298,formation,10030,11635F,,東武鉄道,七光台支所,6,1,
1299,formation,10030,11636F,,東武鉄道,七光台支所,6,1,
1300,formation,10030,11651F,,東武鉄道,七光台支所,6,1,
1301,formation,10030,11652F,,東武鉄道,七光台支所,6,1,
1302,formation,10030,11653F,,東武鉄道,七光台支所,6,1,
1303,formation,10030,11654F,,東武鉄道,七光台支所,6,1,
1304,formation,60000,61501F,,東武鉄道,七光台支所,5,1,
1305,formation,60000,61502F,,東武鉄道,七光台支所,5,1,
1306,formation,60000,61503F,,東武鉄道,七光台支所,5,1,
1307,formation,60000,61504F,,東武鉄道,七光台支所,6,1,
1308,formation,60000,61505F,,東武鉄道,七光台支所,5,1,
1309,formation,60000,61506F,,東武鉄道,七光台支所,6,1,
1310,formation,60000,61507F,,東武鉄道,七光台支所,5,1,
1311,formation,60000,61508F,,東武鉄道,七光台支所,6,1,
1312,formation,60000,61509F,,東武鉄道,七光台支所,6,1,
1313,formation,60000,61510F,,東武鉄道,七光台支所,6,1,
1314,formation,60000,61511F,,東武鉄道,七光台支所,6,1,
1315,formation,60000,61512F,,東武鉄道,七光台支所,6,1,
1316,formation,60000,61513F,,東武鉄道,七光台支所,6,1,
1317,formation,60000,61514F,,東武鉄道,七光台支所,6,1,
1318,formation,60000,61515F,,東武鉄道,七光台支所,6,1,
1319,formation,60000,61516F,,東武鉄道,七光台支所,6,1,
1320,formation,60000,61517F,,東武鉄道,七光台支所,6,1,
1321,formation,60000,61518F,,東武鉄道,七光台支所,6,1,
1322,formation,80000,81501F,,東武鉄道,七光台支所,5,1,
1323,formation,80000,81502F,,東武鉄道,七光台支所,5,1,
1324,formation,80000,81503F,,東武鉄道,七光台支所,5,1,
1325,formation,80000,81504F,,東武鉄道,七光台支所,5,1,
1326,formation,80000,81505F,,東武鉄道,七光台支所,5,1,
1327,formation,80050,81551F,,東武鉄道,七光台支所,5,1,
1328,formation,80050,81552F,,東武鉄道,七光台支所,5,1,
1329,formation,80050,81553F,,東武鉄道,七光台支所,5,1,
1330,formation,80050,81554F,,東武鉄道,七光台支所,5,1,
1331,formation,8000,8158F,,東武鉄道,七光台支所,6,1,
1332,formation,8000,8162F,,東武鉄道,七光台支所,6,1,
1333,formation,8000,8163F,,東武鉄道,七光台支所,6,1,
1334,formation,8000,8164F,,東武鉄道,七光台支所,6,1,
1335,formation,8000,8165F,,東武鉄道,七光台支所,6,1,
1336,formation,8000,8166F,,東武鉄道,七光台支所,6,1,
1337,formation,8000,8170F,,東武鉄道,七光台支所,6,1,
1338,formation,8000,8171F,,東武鉄道,七光台支所,6,1,
1339,formation,8000,8192F,,東武鉄道,七光台支所,6,1,
1340,formation,8000,81110F,,東武鉄道,七光台支所,6,1,
1341,formation,8000,81113F,,東武鉄道,七光台支所,6,1,
1342,formation,8000,81114F,,東武鉄道,七光台支所,6,1,
1343,formation,8000,81117F,,東武鉄道,七光台支所,6,1,
1344,formation,8000,8111F,,東武鉄道,七光台支所,6,1,
1345,formation,6000,634-11F,,東武鉄道,南栗橋車両管区,2,1,
1346,formation,6000,634-21F,,東武鉄道,南栗橋車両管区,2,1,
1347,formation,6500,6503F,,名古屋鉄道,名鉄本線系統,4,1,
1348,formation,6500,6504F,,名古屋鉄道,名鉄本線系統,4,1,
1349,formation,6500,6506F,,名古屋鉄道,名鉄本線系統,4,1,
1350,formation,6500,6508F,,名古屋鉄道,名鉄本線系統,4,1,
1351,formation,6500,6509F,,名古屋鉄道,名鉄本線系統,4,1,
1352,formation,6500,6510F,,名古屋鉄道,名鉄本線系統,4,1,
1353,formation,6500,6511F,,名古屋鉄道,名鉄本線系統,4,1,
1354,formation,6500,6512F,,名古屋鉄道,名鉄本線系統,4,1,
1355,formation,6500,6513F,,名古屋鉄道,名鉄本線系統,4,1,
1356,formation,6500,6514F,,名古屋鉄道,名鉄本線系統,4,1,
1357,formation,6500,6515F,,名古屋鉄道,名鉄本線系統,4,1,
1358,formation,6500,6516F,,名古屋鉄道,名鉄本線系統,4,1,
1359,formation,6500,6517F,,名古屋鉄道,名鉄本線系統,4,1,
1360,formation,6500,6518F,,名古屋鉄道,名鉄本線系統,4,1,
1361,formation,6500,6519F,,名古屋鉄道,名鉄本線系統,4,1,
1362,formation,6500,6520F,,名古屋鉄道,名鉄本線系統,4,1,
1363,formation,6500,6521F,,名古屋鉄道,名鉄本線系統,4,1,
1364,formation,6500,6522F,,名古屋鉄道,名鉄本線系統,4,1,
1365,formation,6500,6523F,,名古屋鉄道,名鉄本線系統,4,1,
1366,formation,6500,6524F,,名古屋鉄道,名鉄本線系統,4,1,
